Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,Printing,SG01RSC04B01CC4,2001Q4,0.0055827,210.514
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2001Q4,0.0267599,989.127
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2001Q4,0.0047152,189.018
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2001Q4,0.0168504,759.034
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2001Q4,0.0212554,906.42
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2001Q4,0.0042886,184.115
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2001Q4,0.0255396,1223.569
Industry groups,Construction,SG01RSC04B01EE1,2001Q4,0.0426094,1983.835
Industry groups,Wholesale trade,SG01RSC04B01FF1,2001Q4,0.0577452,2504.843
Industry groups,Retail trade,SG01RSC04B01GH1,2001Q4,0.0476236,1617.847
Industry groups,Accommodation services,SG01RSC04B01GH2,2001Q4,0.0195883,803.031
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2001Q4,0.0436019,1692.244
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2001Q4,0.0388094,1100.134
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2001Q4,0.0458866,1924.191
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2001Q4,0.0558349,2659.853
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2001Q4,0.067645,2270.384
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2001Q4,0.0654648,3019.669
Industry groups,Administrative and support services,SG01RSC04B01MN2,2001Q4,0.0180363,877.268
Industry groups,Local Government administration,SG01RSC04B01OO1,2001Q4,0.0035854,160.04
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2001Q4,0.0336577,1199.596
Industry groups,Education and training,SG01RSC04B01PP1,2001Q4,0.0404569,2146.601
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2001Q4,0.0479433,2145.003
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2001Q4,0.0157406,662.123
Industry groups,Other services,SG01RSC04B01RS2,2001Q4,0.0195641,824.304
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2001Q4,0.067901,2733.079
Industry groups,Agriculture,SG01RSC04B01AA1,2002Q1,0.0625255,2009.395
Industry groups,Forestry and logging,SG01RSC04B01AA2,2002Q1,0.0075626,260.197
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2002Q1,0.0097272,395.899
Industry groups,Mining,SG01RSC04B01BB1,2002Q1,0.0110532,593.918
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2002Q1,0.0494036,1361.741
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2002Q1,0.0067021,218.168
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2002Q1,0.0163395,474.258
Industry groups,Printing,SG01RSC04B01CC4,2002Q1,0.0055827,208.663
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2002Q1,0.0267599,967.242
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2002Q1,0.0047152,196.424
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2002Q1,0.0168504,767.814
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2002Q1,0.0212554,896.484
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2002Q1,0.0042886,188.281
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2002Q1,0.0255396,1269.19
Industry groups,Construction,SG01RSC04B01EE1,2002Q1,0.0426094,1900.241
Industry groups,Wholesale trade,SG01RSC04B01FF1,2002Q1,0.0577452,2516.441
Industry groups,Retail trade,SG01RSC04B01GH1,2002Q1,0.0476236,1655.419
Industry groups,Accommodation services,SG01RSC04B01GH2,2002Q1,0.0195883,814.292
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2002Q1,0.0436019,1788.039
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2002Q1,0.0388094,1116.956
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2002Q1,0.0458866,1926.118
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2002Q1,0.0558349,2732.062
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2002Q1,0.067645,2294.549
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2002Q1,0.0654648,3052.067
Industry groups,Administrative and support services,SG01RSC04B01MN2,2002Q1,0.0180363,893.392
Industry groups,Local Government administration,SG01RSC04B01OO1,2002Q1,0.0035854,160.601
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2002Q1,0.0336577,1219.349
Industry groups,Education and training,SG01RSC04B01PP1,2002Q1,0.0404569,2177.48
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2002Q1,0.0479433,2142.38
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2002Q1,0.0157406,677.626
Industry groups,Other services,SG01RSC04B01RS2,2002Q1,0.0195641,829.957
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q1,0.067901,2748.352
Industry groups,Agriculture,SG01RSC04B01AA1,2002Q2,0.0425388,1990.852
Industry groups,Forestry and logging,SG01RSC04B01AA2,2002Q2,0.0073322,271.469
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2002Q2,0.0086593,382.289
Industry groups,Mining,SG01RSC04B01BB1,2002Q2,0.0109249,694.686
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2002Q2,0.0504515,1410.662
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2002Q2,0.0067754,227.623
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2002Q2,0.0164196,523.873
Industry groups,Printing,SG01RSC04B01CC4,2002Q2,0.0053647,209.158
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2002Q2,0.028507,1030.194
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2002Q2,0.0053591,204.602
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2002Q2,0.0170164,791.284
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2002Q2,0.0210178,945.487
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2002Q2,0.0046066,199.018
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2002Q2,0.0273595,1277.136
Industry groups,Construction,SG01RSC04B01EE1,2002Q2,0.0447755,1924.945
Industry groups,Wholesale trade,SG01RSC04B01FF1,2002Q2,0.0536983,2539.579
Industry groups,Retail trade,SG01RSC04B01GH1,2002Q2,0.0504963,1680.659
Industry groups,Accommodation services,SG01RSC04B01GH2,2002Q2,0.018323,822.261
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2002Q2,0.0453389,1750.909
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2002Q2,0.0403776,1131.929
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2002Q2,0.0475668,1949.175
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2002Q2,0.0581148,2831.811
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2002Q2,0.0682091,2314.4
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2002Q2,0.0672833,3094.435
Industry groups,Administrative and support services,SG01RSC04B01MN2,2002Q2,0.0188851,898.361
Industry groups,Local Government administration,SG01RSC04B01OO1,2002Q2,0.0036579,161.31
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2002Q2,0.0336159,1258.712
Industry groups,Education and training,SG01RSC04B01PP1,2002Q2,0.0410768,2209.4
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2002Q2,0.0487203,2139.086
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2002Q2,0.0164793,676.115
Industry groups,Other services,SG01RSC04B01RS2,2002Q2,0.0202245,842.336
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q2,0.0708237,2782.568
Industry groups,Agriculture,SG01RSC04B01AA1,2002Q3,0.0425388,1942.977
Industry groups,Forestry and logging,SG01RSC04B01AA2,2002Q3,0.0073322,278.273
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2002Q3,0.0086593,381.216
Industry groups,Mining,SG01RSC04B01BB1,2002Q3,0.0109249,646.124
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2002Q3,0.0504515,1657.366
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2002Q3,0.0067754,235.464
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2002Q3,0.0164196,516.63
Industry groups,Printing,SG01RSC04B01CC4,2002Q3,0.0053647,205.884
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2002Q3,0.028507,966.558
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2002Q3,0.0053591,209.455
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2002Q3,0.0170164,790.048
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2002Q3,0.0210178,942.582
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2002Q3,0.0046066,210.281
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2002Q3,0.0273595,1325.1
Industry groups,Construction,SG01RSC04B01EE1,2002Q3,0.0447755,2054.006
Industry groups,Wholesale trade,SG01RSC04B01FF1,2002Q3,0.0536983,2292.125
Industry groups,Retail trade,SG01RSC04B01GH1,2002Q3,0.0504963,1689.751
Industry groups,Accommodation services,SG01RSC04B01GH2,2002Q3,0.018323,836.029
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2002Q3,0.0453389,1787.599
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2002Q3,0.0403776,1146.05
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2002Q3,0.0475668,1975.016
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2002Q3,0.0581148,2845.244
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2002Q3,0.0682091,2340.122
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2002Q3,0.0672833,3072.055
Industry groups,Administrative and support services,SG01RSC04B01MN2,2002Q3,0.0188851,901.265
Industry groups,Local Government administration,SG01RSC04B01OO1,2002Q3,0.0036579,164.162
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2002Q3,0.0336159,1274.439
Industry groups,Education and training,SG01RSC04B01PP1,2002Q3,0.0410768,2235.61
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2002Q3,0.0487203,2163.461
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2002Q3,0.0164793,688.835
Industry groups,Other services,SG01RSC04B01RS2,2002Q3,0.0202245,850.073
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q3,0.0708237,2882.801
Industry groups,Agriculture,SG01RSC04B01AA1,2002Q4,0.0425388,1991.521
Industry groups,Forestry and logging,SG01RSC04B01AA2,2002Q4,0.0073322,283.486
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2002Q4,0.0086593,381.246
Industry groups,Mining,SG01RSC04B01BB1,2002Q4,0.0109249,654.604
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2002Q4,0.0504515,1740.585
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2002Q4,0.0067754,231.33
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2002Q4,0.0164196,495.139
Industry groups,Printing,SG01RSC04B01CC4,2002Q4,0.0053647,211.447
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2002Q4,0.028507,951.308
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2002Q4,0.0053591,213.147
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2002Q4,0.0170164,812.081
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2002Q4,0.0210178,930.382
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2002Q4,0.0046066,197.551
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2002Q4,0.0273595,1353.104
Industry groups,Construction,SG01RSC04B01EE1,2002Q4,0.0447755,2095.295
Industry groups,Wholesale trade,SG01RSC04B01FF1,2002Q4,0.0536983,2155.492
Industry groups,Retail trade,SG01RSC04B01GH1,2002Q4,0.0504963,1695.47
Industry groups,Accommodation services,SG01RSC04B01GH2,2002Q4,0.018323,842.323
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2002Q4,0.0453389,1815.59
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2002Q4,0.0403776,1157.06
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2002Q4,0.0475668,1999.861
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2002Q4,0.0581148,2868.283
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2002Q4,0.0682091,2366.139
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2002Q4,0.0672833,3102.971
Industry groups,Administrative and support services,SG01RSC04B01MN2,2002Q4,0.0188851,925.724
Industry groups,Local Government administration,SG01RSC04B01OO1,2002Q4,0.0036579,163.949
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2002Q4,0.0336159,1262.253
Industry groups,Education and training,SG01RSC04B01PP1,2002Q4,0.0410768,2256.125
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2002Q4,0.0487203,2172.444
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2002Q4,0.0164793,695.189
Industry groups,Other services,SG01RSC04B01RS2,2002Q4,0.0202245,854.598
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2002Q4,0.0708237,2929.564
Industry groups,Agriculture,SG01RSC04B01AA1,2003Q1,0.0425388,2038.68
Industry groups,Forestry and logging,SG01RSC04B01AA2,2003Q1,0.0073322,271.164
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2003Q1,0.0086593,370.976
Industry groups,Mining,SG01RSC04B01BB1,2003Q1,0.0109249,636.752
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2003Q1,0.0504515,1750.248
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2003Q1,0.0067754,231.341
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2003Q1,0.0164196,494.595
Industry groups,Printing,SG01RSC04B01CC4,2003Q1,0.0053647,208.8
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2003Q1,0.028507,909.067
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2003Q1,0.0053591,225.815
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2003Q1,0.0170164,850.782
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2003Q1,0.0210178,946.357
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2003Q1,0.0046066,198.581
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2003Q1,0.0273595,1319.423
Industry groups,Construction,SG01RSC04B01EE1,2003Q1,0.0447755,2136.411
Industry groups,Wholesale trade,SG01RSC04B01FF1,2003Q1,0.0536983,2138.004
Industry groups,Retail trade,SG01RSC04B01GH1,2003Q1,0.0504963,1701.28
Industry groups,Accommodation services,SG01RSC04B01GH2,2003Q1,0.018323,846.374
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2003Q1,0.0453389,1809.792
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2003Q1,0.0403776,1187.552
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2003Q1,0.0475668,2039.364
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2003Q1,0.0581148,2907.986
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2003Q1,0.0682091,2389.593
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2003Q1,0.0672833,3170.017
Industry groups,Administrative and support services,SG01RSC04B01MN2,2003Q1,0.0188851,940.843
Industry groups,Local Government administration,SG01RSC04B01OO1,2003Q1,0.0036579,168.168
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2003Q1,0.0336159,1258.501
Industry groups,Education and training,SG01RSC04B01PP1,2003Q1,0.0410768,2270.957
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2003Q1,0.0487203,2202.396
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2003Q1,0.0164793,713.982
Industry groups,Other services,SG01RSC04B01RS2,2003Q1,0.0202245,859.327
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2003Q1,0.0708237,2962.961
Industry groups,Agriculture,SG01RSC04B01AA1,2003Q2,0.0432591,2134.416
Industry groups,Forestry and logging,SG01RSC04B01AA2,2003Q2,0.005613,265.489
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2003Q2,0.0084181,384.149
Industry groups,Mining,SG01RSC04B01BB1,2003Q2,0.0091646,578.761
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2003Q2,0.0468385,1699.024
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2003Q2,0.006127,224.739
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2003Q2,0.0145862,483.023
Industry groups,Printing,SG01RSC04B01CC4,2003Q2,0.0052563,206.963
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2003Q2,0.0257293,897.455
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2003Q2,0.0054231,220.156
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2003Q2,0.0176445,862.454
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2003Q2,0.0210688,956.097
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2003Q2,0.0045044,199.315
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2003Q2,0.0291378,1284.534
Industry groups,Construction,SG01RSC04B01EE1,2003Q2,0.0471,2118.824
Industry groups,Wholesale trade,SG01RSC04B01FF1,2003Q2,0.0548928,2177.907
Industry groups,Retail trade,SG01RSC04B01GH1,2003Q2,0.0498383,1730.685
Industry groups,Accommodation services,SG01RSC04B01GH2,2003Q2,0.0195983,850.697
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2003Q2,0.0455759,1804.535
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2003Q2,0.0397875,1171.79
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2003Q2,0.0504427,2087.243
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2003Q2,0.0597955,2957.208
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2003Q2,0.0680934,2414.078
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2003Q2,0.0669308,3148.635
Industry groups,Administrative and support services,SG01RSC04B01MN2,2003Q2,0.0189152,929.252
Industry groups,Local Government administration,SG01RSC04B01OO1,2003Q2,0.0035939,172.701
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2003Q2,0.0331538,1269.944
Industry groups,Education and training,SG01RSC04B01PP1,2003Q2,0.0418274,2280.821
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2003Q2,0.0497887,2255.304
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2003Q2,0.0167084,714.958
Industry groups,Other services,SG01RSC04B01RS2,2003Q2,0.0201106,871.292
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2003Q2,0.071076,3027.949
Industry groups,Agriculture,SG01RSC04B01AA1,2003Q3,0.0432591,2303.895
Industry groups,Forestry and logging,SG01RSC04B01AA2,2003Q3,0.005613,248.642
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2003Q3,0.0084181,408.552
Industry groups,Mining,SG01RSC04B01BB1,2003Q3,0.0091646,603.96
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2003Q3,0.0468385,1721.789
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2003Q3,0.006127,218.223
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2003Q3,0.0145862,493.283
Industry groups,Printing,SG01RSC04B01CC4,2003Q3,0.0052563,219.873
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2003Q3,0.0257293,919.743
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2003Q3,0.0054231,228.195
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2003Q3,0.0176445,863.627
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2003Q3,0.0210688,943.835
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2003Q3,0.0045044,211.174
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2003Q3,0.0291378,1355.012
Industry groups,Construction,SG01RSC04B01EE1,2003Q3,0.0471,2245.097
Industry groups,Wholesale trade,SG01RSC04B01FF1,2003Q3,0.0548928,2266.72
Industry groups,Retail trade,SG01RSC04B01GH1,2003Q3,0.0498383,1772.747
Industry groups,Accommodation services,SG01RSC04B01GH2,2003Q3,0.0195983,853.663
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2003Q3,0.0455759,1805.62
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2003Q3,0.0397875,1224.765
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2003Q3,0.0504427,2131.58
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2003Q3,0.0597955,3007.856
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2003Q3,0.0680934,2438.845
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2003Q3,0.0669308,3151.195
Industry groups,Administrative and support services,SG01RSC04B01MN2,2003Q3,0.0189152,932.56
Industry groups,Local Government administration,SG01RSC04B01OO1,2003Q3,0.0035939,172.632
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2003Q3,0.0331538,1305.545
Industry groups,Education and training,SG01RSC04B01PP1,2003Q3,0.0418274,2287.038
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2003Q3,0.0497887,2295.69
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2003Q3,0.0167084,709.932
Industry groups,Other services,SG01RSC04B01RS2,2003Q3,0.0201106,883.529
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2003Q3,0.071076,3077.559
Industry groups,Agriculture,SG01RSC04B01AA1,2003Q4,0.0432591,2355.69
Industry groups,Forestry and logging,SG01RSC04B01AA2,2003Q4,0.005613,239.685
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2003Q4,0.0084181,406.896
Industry groups,Mining,SG01RSC04B01BB1,2003Q4,0.0091646,529.418
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2003Q4,0.0468385,1772.791
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2003Q4,0.006127,217.368
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2003Q4,0.0145862,500.884
Industry groups,Printing,SG01RSC04B01CC4,2003Q4,0.0052563,215.494
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2003Q4,0.0257293,921.862
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2003Q4,0.0054231,238.095
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2003Q4,0.0176445,867.102
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2003Q4,0.0210688,958.9
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2003Q4,0.0045044,208.906
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2003Q4,0.0291378,1385.977
Industry groups,Construction,SG01RSC04B01EE1,2003Q4,0.0471,2249.054
Industry groups,Wholesale trade,SG01RSC04B01FF1,2003Q4,0.0548928,2342.27
Industry groups,Retail trade,SG01RSC04B01GH1,2003Q4,0.0498383,1824.191
Industry groups,Accommodation services,SG01RSC04B01GH2,2003Q4,0.0195983,848.047
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2003Q4,0.0455759,1872.581
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2003Q4,0.0397875,1214.509
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2003Q4,0.0504427,2179.231
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2003Q4,0.0597955,3033.938
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2003Q4,0.0680934,2467.959
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2003Q4,0.0669308,3150.211
Industry groups,Administrative and support services,SG01RSC04B01MN2,2003Q4,0.0189152,945.424
Industry groups,Local Government administration,SG01RSC04B01OO1,2003Q4,0.0035939,179.587
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2003Q4,0.0331538,1345.876
Industry groups,Education and training,SG01RSC04B01PP1,2003Q4,0.0418274,2289.607
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2003Q4,0.0497887,2303.077
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2003Q4,0.0167084,741.742
Industry groups,Other services,SG01RSC04B01RS2,2003Q4,0.0201106,909.755
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2003Q4,0.071076,3129.112
Industry groups,Agriculture,SG01RSC04B01AA1,2004Q1,0.0432591,2349.551
Industry groups,Forestry and logging,SG01RSC04B01AA2,2004Q1,0.005613,257.215
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2004Q1,0.0084181,407.801
Industry groups,Mining,SG01RSC04B01BB1,2004Q1,0.0091646,578.334
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2004Q1,0.0468385,1801.217
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2004Q1,0.006127,199.166
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2004Q1,0.0145862,533.303
Industry groups,Printing,SG01RSC04B01CC4,2004Q1,0.0052563,219.311
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2004Q1,0.0257293,956.894
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2004Q1,0.0054231,238.67
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2004Q1,0.0176445,897.505
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2004Q1,0.0210688,1025.989
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2004Q1,0.0045044,211.585
